nohup: 忽略輸入
開始收集：object=002_master_chef_can  workers=10  log_dir=/home/rex/dexgrasp/logs  停止條件: duration=36000.0s attempts=None target_successes=2000
[  17.8 min] attempts=  6675  successes=    0 (  0.0%)   6.26 attempts/s
[  17.9 min] attempts=  6703  successes=    0 (  0.0%)   6.26 attempts/s
[  17.9 min] attempts=  6737  successes=    0 (  0.0%)   6.26 attempts/s
[  18.0 min] attempts=  6770  successes=    0 (  0.0%)   6.26 attempts/s
[  18.1 min] attempts=  6798  successes=    0 (  0.0%)   6.26 attempts/s
[  18.2 min] attempts=  6823  successes=    0 (  0.0%)   6.25 attempts/s
[  18.3 min] attempts=  6855  successes=    0 (  0.0%)   6.25 attempts/s
[  18.4 min] attempts=  6884  successes=    0 (  0.0%)   6.25 attempts/s
[  18.4 min] attempts=  6918  successes=    0 (  0.0%)   6.25 attempts/s
[  18.5 min] attempts=  6955  successes=    0 (  0.0%)   6.26 attempts/s
[  18.6 min] attempts=  6987  successes=    0 (  0.0%)   6.26 attempts/s
[  18.7 min] attempts=  7015  successes=    0 (  0.0%)   6.26 attempts/s
[  18.8 min] attempts=  7048  successes=    0 (  0.0%)   6.26 attempts/s
[  18.9 min] attempts=  7082  successes=    0 (  0.0%)   6.26 attempts/s
[  18.9 min] attempts=  7110  successes=    0 (  0.0%)   6.26 attempts/s
[  19.0 min] attempts=  7137  successes=    0 (  0.0%)   6.25 attempts/s
[  19.1 min] attempts=  7166  successes=    0 (  0.0%)   6.25 attempts/s
[  19.2 min] attempts=  7197  successes=    0 (  0.0%)   6.25 attempts/s
[  19.3 min] attempts=  7224  successes=    0 (  0.0%)   6.25 attempts/s
[  19.4 min] attempts=  7250  successes=    0 (  0.0%)   6.24 attempts/s
[  19.4 min] attempts=  7283  successes=    0 (  0.0%)   6.24 attempts/s
[  19.5 min] attempts=  7312  successes=    0 (  0.0%)   6.24 attempts/s
[  19.6 min] attempts=  7350  successes=    0 (  0.0%)   6.25 attempts/s
[  19.7 min] attempts=  7379  successes=    0 (  0.0%)   6.25 attempts/s
[  19.8 min] attempts=  7407  successes=    0 (  0.0%)   6.24 attempts/s
[  19.9 min] attempts=  7441  successes=    0 (  0.0%)   6.25 attempts/s
[  19.9 min] attempts=  7471  successes=    0 (  0.0%)   6.25 attempts/s
[  20.0 min] attempts=  7504  successes=    0 (  0.0%)   6.25 attempts/s
[  20.1 min] attempts=  7537  successes=    0 (  0.0%)   6.25 attempts/s
[  20.2 min] attempts=  7568  successes=    0 (  0.0%)   6.25 attempts/s
[  20.3 min] attempts=  7597  successes=    0 (  0.0%)   6.25 attempts/s
[  20.4 min] attempts=  7633  successes=    0 (  0.0%)   6.25 attempts/s
[  20.4 min] attempts=  7661  successes=    0 (  0.0%)   6.25 attempts/s
[  20.5 min] attempts=  7693  successes=    0 (  0.0%)   6.25 attempts/s
[  20.6 min] attempts=  7726  successes=    0 (  0.0%)   6.25 attempts/s
[  20.7 min] attempts=  7753  successes=    0 (  0.0%)   6.25 attempts/s
[  20.8 min] attempts=  7788  successes=    0 (  0.0%)   6.25 attempts/s
[  20.9 min] attempts=  7824  successes=    0 (  0.0%)   6.25 attempts/s
[  20.9 min] attempts=  7856  successes=    0 (  0.0%)   6.25 attempts/s
[  21.0 min] attempts=  7885  successes=    0 (  0.0%)   6.25 attempts/s
[  21.1 min] attempts=  7921  successes=    0 (  0.0%)   6.26 attempts/s
[  21.2 min] attempts=  7953  successes=    0 (  0.0%)   6.26 attempts/s
[  21.3 min] attempts=  7987  successes=    0 (  0.0%)   6.26 attempts/s
[  21.4 min] attempts=  8023  successes=    0 (  0.0%)   6.26 attempts/s
[  21.4 min] attempts=  8053  successes=    0 (  0.0%)   6.26 attempts/s
[  21.5 min] attempts=  8080  successes=    0 (  0.0%)   6.26 attempts/s
[  21.6 min] attempts=  8112  successes=    0 (  0.0%)   6.26 attempts/s
[  21.7 min] attempts=  8143  successes=    0 (  0.0%)   6.26 attempts/s
[  21.8 min] attempts=  8176  successes=    0 (  0.0%)   6.26 attempts/s
[  21.9 min] attempts=  8207  successes=    0 (  0.0%)   6.26 attempts/s
[  21.9 min] attempts=  8238  successes=    0 (  0.0%)   6.26 attempts/s
[  22.0 min] attempts=  8266  successes=    0 (  0.0%)   6.26 attempts/s
[  22.1 min] attempts=  8299  successes=    0 (  0.0%)   6.26 attempts/s
[  22.2 min] attempts=  8327  successes=    0 (  0.0%)   6.25 attempts/s
[  22.3 min] attempts=  8357  successes=    0 (  0.0%)   6.25 attempts/s
[  22.4 min] attempts=  8393  successes=    0 (  0.0%)   6.26 attempts/s
[  22.4 min] attempts=  8421  successes=    0 (  0.0%)   6.25 attempts/s
[  22.5 min] attempts=  8459  successes=    0 (  0.0%)   6.26 attempts/s
[  22.6 min] attempts=  8488  successes=    0 (  0.0%)   6.26 attempts/s
[  22.7 min] attempts=  8522  successes=    0 (  0.0%)   6.26 attempts/s
[  22.8 min] attempts=  8559  successes=    0 (  0.0%)   6.26 attempts/s
[  22.9 min] attempts=  8589  successes=    0 (  0.0%)   6.26 attempts/s
[  22.9 min] attempts=  8624  successes=    0 (  0.0%)   6.27 attempts/s
[  23.0 min] attempts=  8653  successes=    0 (  0.0%)   6.26 attempts/s
[  23.1 min] attempts=  8689  successes=    0 (  0.0%)   6.27 attempts/s
[  23.2 min] attempts=  8725  successes=    0 (  0.0%)   6.27 attempts/s
[  23.3 min] attempts=  8752  successes=    0 (  0.0%)   6.27 attempts/s
[  23.4 min] attempts=  8784  successes=    0 (  0.0%)   6.27 attempts/s
[  23.4 min] attempts=  8820  successes=    0 (  0.0%)   6.27 attempts/s
[  23.5 min] attempts=  8848  successes=    0 (  0.0%)   6.27 attempts/s
[  23.6 min] attempts=  8878  successes=    0 (  0.0%)   6.27 attempts/s
[  23.7 min] attempts=  8906  successes=    0 (  0.0%)   6.27 attempts/s
[  23.8 min] attempts=  8937  successes=    0 (  0.0%)   6.26 attempts/s
[  23.9 min] attempts=  8978  successes=    0 (  0.0%)   6.27 attempts/s
[  23.9 min] attempts=  9022  successes=    0 (  0.0%)   6.28 attempts/s
[  24.0 min] attempts=  9049  successes=    0 (  0.0%)   6.28 attempts/s
[  24.1 min] attempts=  9083  successes=    0 (  0.0%)   6.28 attempts/s
[  24.2 min] attempts=  9116  successes=    0 (  0.0%)   6.28 attempts/s
[  24.3 min] attempts=  9151  successes=    0 (  0.0%)   6.28 attempts/s
[  24.4 min] attempts=  9181  successes=    0 (  0.0%)   6.28 attempts/s
[  24.4 min] attempts=  9216  successes=    0 (  0.0%)   6.28 attempts/s
[  24.5 min] attempts=  9243  successes=    0 (  0.0%)   6.28 attempts/s
[  24.6 min] attempts=  9275  successes=    0 (  0.0%)   6.28 attempts/s
[  24.7 min] attempts=  9306  successes=    0 (  0.0%)   6.28 attempts/s
[  24.8 min] attempts=  9341  successes=    0 (  0.0%)   6.28 attempts/s
[  24.9 min] attempts=  9369  successes=    0 (  0.0%)   6.28 attempts/s
[  24.9 min] attempts=  9400  successes=    0 (  0.0%)   6.28 attempts/s
[  25.0 min] attempts=  9431  successes=    0 (  0.0%)   6.28 attempts/s
[  25.1 min] attempts=  9469  successes=    0 (  0.0%)   6.29 attempts/s
[  25.2 min] attempts=  9502  successes=    0 (  0.0%)   6.29 attempts/s
[  25.3 min] attempts=  9534  successes=    0 (  0.0%)   6.29 attempts/s
[  25.4 min] attempts=  9568  successes=    0 (  0.0%)   6.29 attempts/s
[  25.4 min] attempts=  9602  successes=    0 (  0.0%)   6.29 attempts/s
[  25.5 min] attempts=  9641  successes=    0 (  0.0%)   6.29 attempts/s
[  25.6 min] attempts=  9675  successes=    0 (  0.0%)   6.30 attempts/s
[  25.7 min] attempts=  9703  successes=    0 (  0.0%)   6.29 attempts/s
[  25.8 min] attempts=  9730  successes=    0 (  0.0%)   6.29 attempts/s
[  25.9 min] attempts=  9767  successes=    0 (  0.0%)   6.29 attempts/s
[  25.9 min] attempts=  9795  successes=    0 (  0.0%)   6.29 attempts/s
[  26.0 min] attempts=  9828  successes=    0 (  0.0%)   6.29 attempts/s
[  26.1 min] attempts=  9851  successes=    0 (  0.0%)   6.29 attempts/s
[  26.2 min] attempts=  9882  successes=    0 (  0.0%)   6.29 attempts/s
[  26.3 min] attempts=  9910  successes=    0 (  0.0%)   6.29 attempts/s
[  26.4 min] attempts=  9946  successes=    0 (  0.0%)   6.29 attempts/s
